1,1,0,[1.0, 1.0, 1.0, 1.0]
1,4,48,[1.0, 1.0, 1.0, 1.0]
1,4,49,[1.0, 1.0, 1.0, 1.0]
1,4,50,[1.0, 1.0, 1.0, 1.0]
1,4,51,[1.0, 1.0, 1.0, 1.0]
1,4,52,[1.0, 1.0, 1.0, 1.0]
1,4,53,[1.0, 1.0, 1.0]
1,4,54,[1.0, 1.0, 1.0, 1.0]
1,4,55,[1.0, 1.0, 1.0, 1.0]
1,4,56,[1.0, 1.0, 1.0, 1.0]
1,4,57,[1.0, 1.0, 1.0, 1.0]
1,4,58,[1.0, 1.0, 1.0, 1.0]
1,4,59,[1.0, 1.0, 1.0, 1.0]
1,4,60,[1.0, 1.0, 1.0]
1,4,61,[1.0, 1.0, 1.0]
1,4,62,[1.0, 1.0, 1.0]
1,4,63,[1.0, 1.0, 1.0, 1.0]
1,4,64,[1.0, 1.0, 1.0, 1.0]
1,4,65,[1.0, 1.0, 1.0, 1.0]
1,4,66,[1.0, 1.0, 1.0, 1.0]
1,4,67,[1.0, 1.0, 1.0, 1.0]
1,4,68,[1.0, 1.0, 1.0, 1.0]
1,4,69,[1.0, 1.0, 1.0, 1.0]
1,4,70,[1.0, 1.0, 1.0]
1,4,71,[1.0, 1.0, 1.0]
1,4,72,[1.0, 1.0, 1.0, 1.0]
1,4,73,[1.0, 1.0, 1.0, 1.0]
1,4,74,[1.0, 1.0, 1.0, 1.0]
1,4,75,[1.0, 1.0, 1.0, 1.0]
1,4,76,[1.0, 1.0, 1.0, 1.0]
1,4,77,[1.0, 1.0, 1.0, 1.0]
1,4,78,[1.0, 1.0, 1.0]
1,4,79,[1.0, 1.0, 1.0]
1,4,80,[1.0, 1.0, 1.0, 1.0]
1,4,81,[1.0, 1.0, 1.0, 1.0]
1,4,82,[1.0, 1.0, 1.0, 1.0]
1,4,83,[1.0, 1.0, 1.0, 1.0]
1,4,84,[1.0, 1.0, 1.0]
1,4,85,[1.0, 1.0, 1.0]
1,4,86,[1.0, 1.0, 1.0, 1.0]
1,4,87,[1.0, 1.0, 1.0, 1.0]
1,5,0,[1.0, 1.0, 1.0, 1.0]
1,5,1,[1.0, 1.0, 1.0, 1.0]
1,5,2,[1.0, 1.0, 1.0, 1.0]
1,5,3,[1.0, 1.0, 1.0, 1.0]
1,5,4,[1.0, 1.0, 1.0, 1.0]
1,5,5,[1.0, 1.0, 1.0, 1.0]
1,5,6,[1.0, 1.0, 1.0, 1.0]
1,5,7,[1.0, 1.0, 1.0, 1.0]
1,5,8,[1.0, 1.0, 1.0, 1.0]
1,5,9,[1.0, 1.0, 1.0, 1.0]
1,5,10,[1.0, 1.0, 1.0, 1.0]
1,5,11,[1.0, 1.0, 1.0, 1.0]
1,5,12,[1.0, 1.0, 1.0, 1.0]
1,5,13,[1.0, 1.0, 1.0]
1,5,14,[1.0, 1.0, 1.0]
1,5,15,[1.0, 1.0, 1.0, 1.0]
1,5,16,[1.0, 1.0, 1.0, 1.0]
1,5,17,[1.0, 1.0, 1.0, 1.0]
1,5,18,[1.0, 1.0, 1.0, 1.0]
1,5,19,[1.0, 1.0, 1.0, 1.0]
1,5,20,[1.0, 1.0, 1.0, 1.0]
1,5,21,[1.0, 1.0, 1.0]
1,5,22,[1.0, 1.0, 1.0, 1.0]
1,5,23,[1.0, 1.0, 1.0, 1.0]
1,5,24,[1.0, 1.0, 1.0, 1.0]
1,5,25,[1.0, 1.0, 1.0, 1.0]
1,5,26,[1.0, 1.0, 1.0, 1.0]
1,5,27,[1.0, 1.0, 1.0, 1.0]
1,5,28,[1.0, 1.0, 1.0, 1.0]
1,5,29,[1.0, 1.0, 1.0, 1.0]
1,5,30,[1.0, 1.0, 1.0, 1.0]
1,5,31,[1.0, 1.0, 1.0, 1.0]
1,5,32,[1.0, 1.0, 1.0, 1.0]
1,5,33,[1.0, 1.0, 1.0, 1.0]
1,5,34,[1.0, 1.0, 1.0, 1.0]
1,5,35,[1.0, 1.0, 1.0, 1.0]
1,5,36,[1.0, 1.0, 1.0]
1,5,37,[1.0, 1.0, 1.0]
1,5,38,[1.0, 1.0, 1.0, 1.0]
1,5,39,[1.0, 1.0, 1.0, 1.0]
1,5,40,[1.0, 1.0, 1.0, 1.0]
1,5,41,[1.0, 1.0, 1.0, 1.0]
1,5,42,[1.0, 1.0, 1.0, 1.0]
1,5,43,[1.0, 1.0, 1.0, 1.0]
1,5,44,[1.0, 1.0, 1.0]
1,5,45,[1.0, 1.0, 1.0, 1.0]
1,5,46,[1.0, 1.0, 1.0, 1.0]
1,5,47,[1.0, 1.0, 1.0, 1.0]
1,5,48,[1.0, 1.0, 1.0, 1.0]
1,5,49,[1.0, 1.0, 1.0, 1.0]
1,5,50,[1.0, 1.0, 1.0, 1.0]
1,5,51,[1.0, 1.0, 1.0, 1.0]
1,5,52,[1.0, 1.0, 1.0, 1.0]
1,5,53,[1.0, 1.0, 1.0, 1.0]
1,5,54,[1.0, 1.0, 1.0, 1.0]
1,5,55,[1.0, 1.0, 1.0, 1.0]
1,5,56,[1.0, 1.0, 1.0, 1.0]
1,5,57,[1.0, 1.0, 1.0]
1,5,58,[1.0, 1.0, 1.0, 1.0]
1,5,59,[1.0, 1.0, 1.0, 1.0]
1,5,60,[1.0, 1.0, 1.0, 1.0]
1,5,61,[1.0, 1.0, 1.0, 1.0]
1,5,62,[1.0, 1.0, 1.0, 1.0]
1,5,63,[1.0, 1.0, 1.0, 1.0]
1,5,64,[1.0, 1.0, 1.0, 1.0]
1,5,65,[1.0, 1.0, 1.0, 1.0]
1,5,66,[1.0, 1.0, 1.0]
1,5,67,[1.0, 1.0, 1.0, 1.0]
1,5,68,[1.0, 1.0, 1.0, 1.0]
1,5,69,[1.0, 1.0, 1.0, 1.0]
1,5,70,[1.0, 1.0, 1.0, 1.0]
1,5,71,[1.0, 1.0, 1.0, 1.0]
1,5,72,[1.0, 1.0, 1.0, 1.0]
1,5,73,[1.0, 1.0, 1.0, 1.0]
1,5,74,[1.0, 1.0, 1.0]
1,5,75,[1.0, 1.0, 1.0]
1,5,76,[1.0, 1.0, 1.0, 1.0]
1,5,77,[1.0, 1.0, 1.0, 1.0]
1,5,78,[1.0, 1.0, 1.0, 1.0]
1,5,79,[1.0, 1.0, 1.0, 1.0]
1,5,80,[1.0, 1.0, 1.0, 1.0]
1,5,81,[1.0, 1.0, 1.0, 1.0]
1,5,82,[1.0, 1.0, 1.0, 1.0]
1,5,83,[1.0, 1.0, 1.0]
1,5,84,[1.0, 1.0, 1.0, 1.0]
1,5,85,[1.0, 1.0, 1.0, 1.0]
1,5,86,[1.0, 1.0, 1.0, 1.0]
1,5,87,[1.0, 1.0, 1.0, 1.0]
1,6,0,[1.0, 1.0, 1.0, 1.0]
1,6,1,[1.0, 1.0, 1.0, 1.0]
1,6,2,[1.0, 1.0, 1.0, 1.0]
1,6,3,[1.0, 1.0, 1.0, 1.0]
1,6,4,[1.0, 1.0, 1.0, 1.0]
1,6,5,[1.0, 1.0, 1.0]
1,6,6,[1.0, 1.0, 1.0, 1.0]
1,6,7,[1.0, 1.0, 1.0, 1.0]
1,6,8,[1.0, 1.0, 1.0, 1.0]
1,6,9,[1.0, 1.0, 1.0, 1.0]
1,6,10,[1.0, 1.0, 1.0, 1.0]
1,6,11,[1.0, 1.0, 1.0, 1.0]
1,6,12,[1.0, 1.0, 1.0, 1.0]
1,6,13,[1.0, 1.0, 1.0, 1.0]
1,6,14,[1.0, 1.0, 1.0]
1,6,15,[1.0, 1.0, 1.0]
1,6,16,[1.0, 1.0, 1.0]
1,6,17,[1.0, 1.0, 1.0, 1.0]
1,6,18,[1.0, 1.0, 1.0, 1.0]
1,6,19,[1.0, 1.0, 1.0, 1.0]
1,6,20,[1.0, 1.0, 1.0, 1.0]
1,6,21,[1.0, 1.0, 1.0, 1.0]
1,6,22,[1.0, 1.0, 1.0]
1,6,23,[1.0, 1.0, 1.0]
1,6,24,[1.0, 1.0, 1.0, 1.0]
1,6,25,[1.0, 1.0, 1.0, 1.0]
1,6,26,[1.0, 1.0, 1.0, 1.0]
1,6,27,[1.0, 1.0, 1.0, 1.0]
1,6,28,[1.0, 1.0, 1.0, 1.0]
1,6,29,[1.0, 1.0, 1.0, 1.0]
1,6,30,[1.0, 1.0, 1.0, 1.0]
1,6,31,[1.0, 1.0, 1.0]
1,6,32,[1.0, 1.0, 1.0]
1,6,33,[1.0, 1.0, 1.0, 1.0]
1,6,34,[1.0, 1.0, 1.0, 1.0]
1,6,35,[1.0, 1.0, 1.0, 1.0]
1,6,36,[1.0, 1.0, 1.0, 1.0]
1,6,37,[1.0, 1.0, 1.0, 1.0]
1,6,38,[1.0, 1.0, 1.0, 1.0]
1,6,39,[1.0, 1.0, 1.0]
1,6,40,[1.0, 1.0, 1.0, 1.0]
1,6,41,[1.0, 1.0, 1.0, 1.0]
1,6,42,[1.0, 1.0, 1.0, 1.0]
1,6,43,[1.0, 1.0, 1.0, 1.0]
1,6,44,[1.0, 1.0, 1.0, 1.0]
1,6,45,[1.0, 1.0, 1.0, 1.0]
1,6,46,[1.0, 1.0, 1.0, 1.0]
1,6,47,[1.0, 1.0, 1.0]
1,6,48,[1.0, 1.0, 1.0, 1.0]
1,6,49,[1.0, 1.0, 1.0, 1.0]
1,6,50,[1.0, 1.0, 1.0, 1.0]
1,6,51,[1.0, 1.0, 1.0, 1.0]
1,6,52,[1.0, 1.0, 1.0, 1.0]
1,6,53,[1.0, 1.0, 1.0, 1.0]
1,6,54,[1.0, 1.0, 1.0, 1.0]
1,6,55,[1.0, 1.0, 1.0]
1,6,56,[1.0, 1.0, 1.0]
1,6,57,[1.0, 1.0, 1.0, 1.0]
1,6,58,[1.0, 1.0, 1.0, 1.0]
1,6,59,[1.0, 1.0, 1.0, 1.0]
1,6,60,[1.0, 1.0, 1.0, 1.0]
1,6,61,[1.0, 1.0, 1.0, 1.0]
1,6,62,[1.0, 1.0, 1.0, 1.0]
1,6,63,[1.0, 1.0, 1.0, 1.0]
1,6,64,[1.0, 1.0, 1.0]
1,6,65,[1.0, 1.0, 1.0]
1,6,66,[1.0, 1.0, 1.0, 1.0]
1,6,67,[1.0, 1.0, 1.0, 1.0]
1,6,68,[1.0, 1.0, 1.0, 1.0]
1,6,69,[1.0, 1.0, 1.0, 1.0]
1,6,70,[1.0, 1.0, 1.0, 1.0]
1,6,71,[1.0, 1.0, 1.0, 1.0]
1,6,72,[1.0, 1.0, 1.0, 1.0]
1,6,73,[1.0, 1.0, 1.0]
1,6,74,[1.0, 1.0, 1.0, 1.0]
1,6,75,[1.0, 1.0, 1.0, 1.0]
1,6,76,[1.0, 1.0, 1.0, 1.0]
1,6,77,[1.0, 1.0, 1.0, 1.0]
1,6,78,[1.0, 1.0, 1.0, 1.0]
1,6,79,[1.0, 1.0, 1.0, 1.0]
1,6,80,[1.0, 1.0, 1.0, 1.0]
1,6,81,[1.0, 1.0, 1.0, 1.0]
1,6,82,[1.0, 1.0, 1.0, 1.0]
1,6,83,[1.0, 1.0, 1.0, 1.0]
1,6,84,[1.0, 1.0, 1.0, 1.0]
1,6,85,[1.0, 1.0, 1.0]
1,6,86,[1.0, 1.0, 1.0]
1,6,87,[1.0, 1.0, 1.0, 1.0]
1,7,0,[1.0, 1.0, 1.0, 1.0]
1,7,1,[1.0, 1.0, 1.0, 1.0]
1,7,2,[1.0, 1.0, 1.0]
1,7,3,[1.0, 1.0, 1.0, 1.0]
1,7,4,[1.0, 1.0, 1.0, 1.0]
1,7,5,[1.0, 1.0, 1.0, 1.0]
